Month,Day,Year,CaptureTime,BandNumber,Species,Age,Sex,Wing,Mass_g,Culmen,Hallux,Tail,StandardTail,Tarsus,WingPitFat,KeelFat,Crop
10,9,1998,11:15,1142-19209,Sharp-shinned,A,M,165,96,10.7,11.4,125,NA,NA,NA,NA,NA
10,14,1998,13:30,1423-16242,Sharp-shinned,I,M,170,101,9.8,11,135,NA,NA,NA,NA,NA
10,15,1998,14:35,1343-78477,Sharp-shinned,A,F,210,181,12.2,15,170,NA,NA,NA,NA,NA
11,4,1998,12:10,1343-78478,Sharp-shinned,A,F,196,185,12.5,14,146,NA,NA,NA,NA,NA
11,20,1998,11:52,1343-78479,Sharp-shinned,I,F,203,176,11.5,14.7,161,NA,NA,NA,NA,NA
9,10,1999,11:05,1423-16243,Sharp-shinned,I,F,196,160,12.3,14.7,137,136,NA,NA,4,1
9,13,1999,10:15,872-09646,Sharp-shinned,I,M,168,105,10.2,11,143,139,NA,NA,2,0
9,16,1999,12:08,1142-19210,Sharp-shinned,I,M,163,100,9.7,11.6,128,115,NA,NA,2,1
9,18,1999,11:10,2003-99306,Sharp-shinned,I,F,205,NA,13.7,15,161,164,NA,NA,NA,NA
9,18,1999,15:08,1142-19211,Sharp-shinned,I,M,163,100,9.9,11.3,131,137,NA,NA,3,3
9,21,1999,12:12,1213-58901,Sharp-shinned,I,F,197,165,11.9,9.6,150,152,NA,NA,1,0
9,24,1999,12:30,1142-19212,Sharp-shinned,I,NA,165,95,9.7,11.2,136,138,NA,NA,1,1
9,25,1999,11:35,2003-99307,Sharp-shinned,A,F,202,180,12.9,15,160,158,NA,NA,3,0
9,25,1999,12:00,1142-19213,Sharp-shinned,I,M,163,125,9.7,10.9,135,131,NA,NA,2,1
9,30,1999,13:10,2003-99308,Sharp-shinned,A,F,193,165,13.2,14.6,146,156,NA,NA,1,0
10,8,1999,13:39,2003-99309,Sharp-shinned,A,F,200,175,12.3,15.6,155,152,NA,NA,3,0.5
10,11,1999,11:13,2003-99310,Sharp-shinned,I,F,192,170,12.4,15.5,159,150,NA,NA,4,0.5
10,11,1999,13:11,1142-19214,Sharp-shinned,A,M,167,100,10,11.3,132,131,NA,NA,4,0.25
10,11,1999,15:00,1142-19215,Sharp-shinned,A,M,162,110,10,11.8,130,131,NA,NA,3,1
10,13,1999,9:01,2003-99311,Sharp-shinned,A,F,199,165,12.5,15.7,161,155,NA,NA,4,1
10,14,1999,13:49,2003-99312,Sharp-shinned,A,F,199,200,12.5,14.9,169,156,NA,NA,3,1
10,15,1999,10:50,803-05929,Sharp-shinned,A,F,196,155,12.7,14.3,164,154,NA,NA,4,0
10,15,1999,13:35,2003-99313,Sharp-shinned,I,F,194,155,12.6,13.7,153,149,NA,NA,0,4
10,23,1999,11:39,2003-99314,Sharp-shinned,I,F,194,165,11.9,14.1,151,158,NA,NA,3,0
10,27,1999,11:48,803-05930,Sharp-shinned,A,F,194,185,13.1,15.5,154,163,NA,NA,1,0
11,5,1999,10:48,2003-99315,Sharp-shinned,A,F,205,175,12.25,15.5,169,164,NA,NA,4,0
11,6,1999,11:54,2003-99316,Sharp-shinned,I,M,184,155,12,14.9,153,157,NA,NA,3,0
11,10,1999,1:15,1142-19227,Sharp-shinned,A,M,175,107,10,11.4,137,146,NA,NA,1,0
11,13,1999,10:30,1142-19228,Sharp-shinned,I,M,169,95,10,11.85,132,144,NA,NA,2,0
9,7,2000,10:30,2003-94317,Sharp-shinned,I,F,195,145,11.7,14.6,155,160,NA,NA,4,0
9,9,2000,9:38,1142-18229,Sharp-shinned,I,M,161,95,10.1,11.3,135,129,NA,NA,4,0
9,14,2000,11:34,1213-58902,Sharp-shinned,I,M,160,90,11,11.8,124,129,NA,NA,3,0.5
9,18,2000,12:35,2003-99318,Sharp-shinned,A,F,191,175,13,15.3,149,154,NA,NA,4,0.5
9,21,2000,10:40,803-05931,Sharp-shinned,A,F,188,175,12.1,14.2,154,150,NA,NA,4,0
9,21,2000,12:58,803-05932,Sharp-shinned,A,F,196,180,13.1,13.9,150,160,NA,NA,4,1
9,21,2000,13:32,803-05933,Sharp-shinned,A,F,190,175,12.8,14.6,147,149,NA,NA,4,0.25
9,22,2000,13:34,1142-19230,Sharp-shinned,I,M,161,90,9.8,11.1,130,136,NA,NA,3,0.5
9,25,2000,12:20,803-05934,Sharp-shinned,I,F,190,NA,11.9,14.6,153,160,NA,NA,2,0.5
9,26,2000,11:40,1142-19231,Sharp-shinned,I,M,162,85,10.1,11.4,132,137,NA,NA,2,0
9,28,2000,14:30,1142-19232,Sharp-shinned,I,M,163,90,9.8,11.5,123,131,NA,NA,3,0.5
10,1,2000,14:00,1705-37413,Sharp-shinned,I,M,250,470,18.9,25.3,192,195,NA,NA,1,0
10,3,2000,10:52,1142-19233,Sharp-shinned,A,M,170,100,10.9,12.2,132,136,NA,NA,2,0.5
10,3,2000,14:05,803-05935,Sharp-shinned,A,F,203,180,13.2,15.6,162,164,NA,NA,3,1
10,9,2000,10:10,803-05936,Sharp-shinned,A,F,194,175,12.4,14,152,152,NA,NA,4,1
10,11,2000,12:21,1142-19234,Sharp-shinned,A,M,165,105,10.1,11.8,127,132,NA,NA,4,1
10,12,2000,10:10,1142-19235,Sharp-shinned,A,M,155,100,9.3,11.8,122,130,NA,NA,4,0.5
10,13,2000,9:33,1142-19236,Sharp-shinned,A,M,161,105,10.4,12,124,138,NA,NA,2,0
10,13,2000,12:35,2003-99320,Sharp-shinned,A,F,195,200,13,13.4,158,172,NA,NA,3,1
10,13,2000,14:45,2003-99321,Sharp-shinned,A,F,196,200,13.5,15.4,150,156,NA,NA,4,0
10,14,2000,11:35,1142-19237,Sharp-shinned,A,M,169,100,10,11.7,133,135,NA,NA,3,1
10,15,2000,12:50,1142-19238,Sharp-shinned,I,M,164,90,9.4,10.7,127,132,NA,NA,3,0
10,16,2000,14:30,1142-19239,Sharp-shinned,A,M,165,95,10.4,11.4,127,130,NA,NA,3,0
10,19,2000,13:38,1142-09240,Sharp-shinned,A,M,166,120,10.1,11.7,133,137,NA,NA,2,1
10,20,2000,12:38,1142-09241,Sharp-shinned,A,M,170,110,11.4,121,135,143,NA,NA,1,1
10,21,2000,9:22,1142-09242,Sharp-shinned,I,M,165,95,10.2,11.6,131,139,NA,NA,3,0
10,27,2000,10:49,803-05937,Sharp-shinned,I,F,201,175,12,14.8,157,163,NA,NA,3,0
11,2,2000,10:28,1142-19243,Sharp-shinned,I,M,165,100,10.6,12.1,137,150,NA,NA,4,1
11,12,2000,13:50,2003-99233,Sharp-shinned,I,F,207,185,13,14.3,163,172,NA,NA,2,1
9,9,2001,11:51,1142-19244,Sharp-shinned,I,M,164,95,11.4,130,136,136,NA,NA,4,0
9,10,2001,9:39,2003-99323,Sharp-shinned,A,F,199,175,12.3,15,142,149,NA,NA,4,0
9,12,2001,11:03,803-05938,Sharp-shinned,I,F,200,165,12.1,14.2,154,158,NA,NA,4,0.25
9,13,2001,10:20,2003-99324,Sharp-shinned,I,F,194,145,12,14.6,156,161,NA,NA,3,0
9,13,2001,11:00,2003-99325,Sharp-shinned,I,F,190,175,12.4,15.2,160,159,NA,NA,1,0.5
9,13,2001,13:03,2003-99326,Sharp-shinned,I,F,195,170,13.1,14.8,149,161,NA,NA,2,1
9,14,2001,10:35,1213-58903,Sharp-shinned,I,M,161,105,10.3,11.2,131,135,NA,NA,3,1
9,14,2001,13:05,1213-58904,Sharp-shinned,I,M,168,95,10,11.4,137,139,NA,NA,3,0.25
9,14,2001,13:55,1213-58905,Sharp-shinned,I,M,160,95,9.8,10.8,126,132,NA,NA,2,1
9,19,2001,10:11,2003-99327,Sharp-shinned,I,F,201,165,12.3,14.8,165,168,NA,NA,4,0
9,22,2001,9:45,1142-19245,Sharp-shinned,I,M,161,100,9.8,11.9,129,132,NA,NA,3,0
9,22,2001,14:57,2003-99328,Sharp-shinned,I,F,192,170,11.9,9.5,156,161,NA,NA,4,0.5
9,24,2001,12:50,1213-58906,Sharp-shinned,I,M,156,90,9.8,11.3,135,138,NA,NA,1,0
9,24,2001,14:20,1213-58907,Sharp-shinned,I,M,158,95,10.7,11.1,129,136,NA,NA,2,1
9,26,2001,10:15,1142-19246,Sharp-shinned,I,M,167,115,9.8,11.4,131,135,NA,NA,3,1
9,26,2001,12:20,804-00201,Sharp-shinned,I,F,199,155,11.9,14.5,160,165,NA,NA,4,0
10,3,2001,10:29,2003-99329,Sharp-shinned,A,F,199,180,12,15.5,152,159,NA,NA,4,0
10,9,2001,13:25,1142-19247,Sharp-shinned,I,M,164,105,10.2,11.2,132,137,NA,NA,2,1
10,15,2001,13:20,2003-99330,Sharp-shinned,A,F,203,185,13.5,14.2,157,170,NA,NA,2.5,0
10,17,2001,9:50,1142-19248,Sharp-shinned,A,M,162,95,10.2,11,119,121,NA,NA,3,0.25
10,17,2001,10:36,1142-19249,Sharp-shinned,I,M,165,95,10,11,130,138,NA,NA,3,0
10,17,2001,10:58,1142-19250,Sharp-shinned,A,M,161,95,9.7,11,124,134,NA,NA,4,0.5
10,17,2001,11:35,1142-19251,Sharp-shinned,I,M,161,110,10.1,11.8,130,137,NA,NA,2,0.75
10,17,2001,13:48,1142-19252,Sharp-shinned,I,M,165,105,10.4,11.2,140,139,NA,NA,3,0.25
10,17,2001,14:03,2003-99331,Sharp-shinned,A,F,199,175,12.8,14.5,159,160,NA,NA,3,0
10,18,2001,9:24,1142-19253,Sharp-shinned,I,M,171,95,10.9,11.7,138,145,NA,NA,3,0
10,18,2001,9:58,2003-99332,Sharp-shinned,A,F,213,190,13.7,15.2,159,269,NA,NA,4,0
10,18,2001,10:11,1142-19254,Sharp-shinned,A,M,169,105,10.2,11.8,136,142,NA,NA,3,1
10,18,2001,14:29,1142-19255,Sharp-shinned,A,M,172,120,9.8,11.8,132,141,NA,NA,2,1
10,19,2001,11:53,1142-19256,Sharp-shinned,A,M,167,105,10.3,10.8,131,138,NA,NA,2,0
10,23,2001,12:55,2003-99333,Sharp-shinned,A,F,202,175,13.3,14.9,162,171,NA,NA,3.5,0
10,25,2001,11:04,2003-99334,Sharp-shinned,A,F,200,180,11.9,13.5,163,173,NA,NA,3,0
10,31,2001,13:30,2003-99335,Sharp-shinned,I,F,195,170,12.9,14.7,154,162,NA,NA,2,1
11,1,2001,11:45,2003-99336,Sharp-shinned,I,F,203,191,13.5,15.5,161,166,NA,NA,3,0
11,2,2001,9:41,2003-99337,Sharp-shinned,I,F,199,185,12,14.9,157,162,NA,NA,4,0
11,3,2001,13:58,2003-99338,Sharp-shinned,I,F,194,165,11.9,14.4,158,160,NA,NA,4,0.25
11,3,2001,14:23,2003-99339,Sharp-shinned,A,F,196,205,12.2,14,156,159,NA,NA,3,1
11,5,2001,14:40,1142-19257,Sharp-shinned,I,M,168,95,10.4,12.1,133,142,NA,NA,3,0
11,7,2001,13:15,803-05939,Sharp-shinned,I,F,210,200,12.1,15.3,165,174,NA,NA,4,0
11,11,2001,9:44,2003-99340,Sharp-shinned,I,F,197,160,12,14.7,153,162,NA,NA,4,0
11,14,2001,10:04,1142-19258,Sharp-shinned,I,M,171,95,9.1,11.5,135,142,NA,NA,3,0
9,17,2002,11:20,1142-19259,Sharp-shinned,I,M,155,100,9.8,12,129,133,NA,NA,3,0
9,19,2002,9:30,1142-19260,Sharp-shinned,I,M,160,90,10.3,11.5,132,132,NA,NA,3,0
9,19,2002,12:01,1142-19261,Sharp-shinned,I,M,166,105,11.3,11.4,131,139,NA,NA,2,1
9,24,2002,13:26,2003-99341,Sharp-shinned,I,F,190,180,12.2,14.2,156,161,NA,NA,4,0.5
9,25,2002,14:05,1142-19262,Sharp-shinned,I,M,166,110,10,11.9,139,141,NA,NA,3,1
9,26,2002,10:49,2003-99342,Sharp-shinned,A,F,197,165,12.2,14.9,159,159,NA,NA,4,0
9,29,2002,10:50,2003-99345,Sharp-shinned,I,F,190,170,12,15,154,160,NA,NA,4,1
9,29,2002,13:06,1142-19263,Sharp-shinned,I,M,162,100,9.4,11.1,131,137,NA,NA,3,1
9,30,2002,11:26,2003-00344,Sharp-shinned,I,F,194,155,12.5,14.5,156,160,NA,NA,4,0
10,4,2002,9:53,803-05940,Sharp-shinned,A,F,193,190,13.1,14.9,145,146,NA,NA,4,0
10,4,2002,15:15,2003-99346,Sharp-shinned,A,F,203,180,13.8,14.7,156,166,NA,NA,2,0
10,5,2002,8:34,1142-19264,Sharp-shinned,A,M,159,90,10,11.5,130,134,NA,NA,3,0
10,5,2002,9:59,1142-19265,Sharp-shinned,I,M,163,100,9.8,11.7,130,129,NA,NA,3,0.25
10,5,2002,10:34,2003-99348,Sharp-shinned,A,M,191,190,12.4,14.8,147,155,NA,NA,3,1
10,5,2002,13:08,1142-19266,Sharp-shinned,I,M,166,105,10.3,12,141,142,NA,NA,3,0
10,6,2002,14:56,2003-99349,Sharp-shinned,I,F,193,180,11.9,14.3,156,163,NA,NA,4,0
10,7,2002,9:40,803-05941,Sharp-shinned,I,F,196,175,12.4,15.6,153,159,NA,NA,4,0
10,7,2002,13:25,1142-19267,Sharp-shinned,I,M,159,105,9.8,11,131,137,NA,NA,4,0.25
10,7,2002,13:25,1213-58908,Sharp-shinned,I,F,192,190,11.8,14.2,155,162,NA,NA,3,1
10,8,2002,14:40,2003-99350,Sharp-shinned,I,F,198,185,12.6,15.2,165,169,NA,NA,3,0.25
10,10,2002,12:46,1142-19268,Sharp-shinned,I,M,162,105,9.8,12.5,132,138,NA,NA,2.5,1
10,11,2002,14:50,1142-19269,Sharp-shinned,I,M,168,100,10.5,10.7,135,140,NA,NA,1,0.25
10,13,2002,9:38,1142-19270,Sharp-shinned,A,M,168,105,10.7,11.6,134,136,NA,NA,3,0
10,14,2002,10:14,1142-19271,Sharp-shinned,A,M,160,105,9.9,11.4,136,140,NA,NA,4,0
10,14,2002,14:16,803-05942,Sharp-shinned,A,F,193,185,12.3,14.8,154,158,NA,NA,3,0.33
10,30,2002,10:30,2003-99351,Sharp-shinned,I,F,199,190,12,15.2,163,173,NA,NA,4,0
10,31,2002,12:00,2003-99352,Sharp-shinned,I,F,193,190,12.2,15.2,151,156,NA,NA,3,0
10,31,2002,13:20,2003-99353,Sharp-shinned,I,F,193,200,11.3,13.5,155,161,NA,NA,4,0
11,2,2002,10:34,2003-99354,Sharp-shinned,I,M,185,170,12,14.7,156,160,NA,NA,4,0
11,7,2002,10:20,1142-19272,Sharp-shinned,I,M,166,115,9.9,11.6,136,140,NA,NA,2.5,1
11,7,2002,12:59,2003-99355,Sharp-shinned,I,F,193,185,12.1,14.9,158,166,NA,NA,4,0
11,11,2002,11:48,2003-99356,Sharp-shinned,I,F,198,185,11.8,15.1,161,170,NA,NA,4,0
9,14,2003,10:18,2003-99357,Sharp-shinned,I,F,194,170,11.6,14,153,159,NA,NA,4,1
9,16,2003,10:15,803-05943,Sharp-shinned,I,F,195,175,12,15.6,152,159,NA,NA,3,0.25
9,16,2003,10:57,2003-99358,Sharp-shinned,I,F,200,165,11.5,14.5,163,168,NA,NA,3,0
9,17,2003,9:40,1142-19273,Sharp-shinned,I,M,159,110,9.9,11.1,125,126,NA,NA,3,1
9,18,2003,10:17,1142-19274,Sharp-shinned,I,M,161,100,9.3,11.5,134,138,NA,NA,2,0.25
9,18,2003,10:17,2003-99359,Sharp-shinned,I,F,191,190,12.3,14.8,162,168,NA,NA,3,1
9,19,2003,10:59,1142-19275,Sharp-shinned,I,M,161,90,9.5,11.3,123,132,NA,NA,3,0
9,20,2003,14:12,1142-19276,Sharp-shinned,I,M,160,90,8.8,11.4,131,135,NA,NA,2.5,0
9,21,2003,9:52,2003-99360,Sharp-shinned,I,M,183,160,12.7,14.6,143,146,NA,NA,4,0
9,22,2003,14:21,1142-19277,Sharp-shinned,I,M,156,85,9.7,11,129,313,NA,NA,3,0
9,23,2003,13:13,1142-19278,Sharp-shinned,I,M,159,95,8.9,10.4,125,130,NA,NA,3,0.25
9,24,2003,9:35,2003-99362,Sharp-shinned,I,M,197,175,10,14.9,150,162,NA,NA,3,0
9,25,2003,9:49,2003-99363,Sharp-shinned,I,F,196,160,12.6,14.5,158,166,NA,NA,4,0
9,26,2003,10:19,2003-99364,Sharp-shinned,I,M,181,150,11.4,14.3,141,150,NA,NA,3,0
9,27,2003,10:10,2003-99365,Sharp-shinned,I,F,201,188,11.7,14.9,162,168,NA,NA,4,0
9,28,2003,9:36,1142-19279,Sharp-shinned,I,M,161,95,10.6,11.5,131,138,NA,NA,1,0
9,28,2003,12:12,1142-19280,Sharp-shinned,I,M,159,95,9.9,11.2,132,134,NA,NA,1,0
9,29,2003,12:58,1142-19281,Sharp-shinned,I,M,157,105,10,11.5,133,137,NA,NA,3,1
9,29,2003,13:51,2003-99366,Sharp-shinned,I,F,191,165,11.5,14.9,156,159,NA,NA,4,0
9,29,2003,14:47,2003-99367,Sharp-shinned,I,F,191,170,12.1,15.1,163,163,NA,NA,4,0
9,29,2003,15:15,1142-19282,Sharp-shinned,I,M,168,100,10.2,11.9,134,137,NA,NA,3,0
9,30,2003,12:53,2003-99368,Sharp-shinned,A,F,192,175,11.7,14.2,160,167,NA,NA,3,1
9,30,2003,13:22,2003-99369,Sharp-shinned,A,F,195,195,13.6,14,158,163,NA,NA,4,1
10,4,2003,11:58,1142-19283,Sharp-shinned,I,M,156,100,9.9,11.2,122,130,NA,NA,4,0.25
10,6,2003,14:12,1142-19284,Sharp-shinned,I,M,163,105,10.3,11.7,137,140,NA,NA,3,0
10,7,2003,12:10,2003-99370,Sharp-shinned,A,F,194,210,13,14.5,147,150,NA,NA,4,1
10,8,2003,10:31,1142-19285,Sharp-shinned,I,M,160,95,10.2,11.2,135,142,NA,NA,3,0
10,12,2003,10:10,2003-99371,Sharp-shinned,I,F,143,170,12.8,13.9,159,NA,NA,NA,3,0.5
10,12,2003,11:30,1142-19286,Sharp-shinned,I,M,162,100,8.7,11.4,136,143,NA,NA,4,0
10,14,2003,10:53,1142-19287,Sharp-shinned,A,M,161,95,9.8,11.7,129,136,NA,NA,4,0
10,21,2003,9:08,1142-19288,Sharp-shinned,A,M,161,95,9.6,12.4,121,128,NA,NA,2.5,0
10,21,2003,10:19,1142-19289,Sharp-shinned,I,M,165,100,9.8,12,134,140,NA,NA,3,0
10,26,2003,11:35,2003-99372,Sharp-shinned,A,F,194,185,12.8,14.8,152,161,NA,NA,2,0.25
10,30,2003,13:13,1213-58909,Sharp-shinned,I,F,195,165,11.7,14.5,153,163,NA,NA,3,0
11,6,2003,10:06,2003-99373,Sharp-shinned,I,F,193,105,13,15.6,156,163,NA,NA,4,0
11,9,2003,12:00,803-05944,Sharp-shinned,I,F,198,190,12.2,15.8,158,165,NA,NA,3,0
11,9,2003,13:31,2003-99374,Sharp-shinned,I,F,190,200,12.7,15,157,164,NA,NA,3,0.25
11,11,2003,10:15,2003-99375,Sharp-shinned,I,F,197,185,12.8,15.6,157,166,NA,NA,4,0
11,14,2003,13:35,1213-58910,Sharp-shinned,I,F,200,185,12.8,15.2,158,166,NA,NA,4,1
11,19,2003,10:18,803-05985,Sharp-shinned,I,F,190,175,12.7,15.4,150,153,NA,NA,4,0
